respondent_id,h1n1_vaccine,seasonal_vaccine,xyz_vaccine
29507,0.5,0.674104,0.017963113
29508,0.5,0.2595079,0.16105631
29509,0.5,0.42409348,0.03912584
29510,0.5,0.8529315,0.065987885
29511,0.5,0.37211844,0.10982239
29512,0.5,0.2523846,0.1547731
29513,0.5,0.14854506,0.20698112
29514,0.5,0.18956505,0.14712007
29515,0.5,0.15640375,0.030436786
29516,0.5,0.50492805,0.085756
29517,0.5,0.3415932,0.041665323
29518,0.5,0.40399706,0.018341886
29519,0.5,0.03090202,0.030547189
29520,0.5,0.05918035,0.03720918
29521,0.5,0.19350958,0.031502713
29522,0.5,0.33871928,0.092916064
29523,0.5,0.24104336,0.030601934
29524,0.5,0.1964974,0.038658407
29525,0.5,0.08404931,0.06577622
29526,0.5,0.33410472,0.020727685
29527,0.5,0.1857409,0.04168827
29528,0.5,0.45980144,0.5006669
29529,0.5,0.78469694,0.7246524
29530,0.5,0.25754547,0.10703513
29531,0.5,0.3916855,0.07643656
29532,0.5,0.07949226,0.017970493
29533,0.5,0.115215786,0.0124758165
29534,0.5,0.21659446,0.036767658
29535,0.5,0.12629654,0.034731723
29536,0.5,0.5980201,0.12957367
29537,0.5,0.90904605,0.59915334
29538,0.5,0.075903885,0.13095891
29539,0.5,0.20635056,0.013831
29540,0.5,0.4031159,0.07010242
29541,0.5,0.8470141,0.1369392
29542,0.5,0.09076498,0.030906687
29543,0.5,0.11738998,0.05510977
29544,0.5,0.79966164,0.78150445
29545,0.5,0.7356414,0.243468
29546,0.5,0.82159996,0.52614814
29547,0.5,0.39809188,0.05151218
29548,0.5,0.070636205,0.02881867
29549,0.5,0.5469788,0.055121414
29550,0.5,0.102348305,0.028462412
29551,0.5,0.15822083,0.11632989
29552,0.5,0.87070453,0.0942917
29553,0.5,0.75640047,0.5770743
29554,0.5,0.55376136,0.095752425
29555,0.5,0.84873027,0.49108902
29556,0.5,0.82846814,0.79163134
29557,0.5,0.23493001,0.13118578
29558,0.5,0.8469134,0.18021573
29559,0.5,0.19806801,0.06183391
29560,0.5,0.55047214,0.46285695
29561,0.5,0.023706632,0.009951788
29562,0.5,0.3073972,0.56248593
29563,0.5,0.13087471,0.090392105
29564,0.5,0.83992475,0.8044801
29565,0.5,0.42472523,0.0306537
29566,0.5,0.2418549,0.40973252
29567,0.5,0.8448053,0.14311315
29568,0.5,0.95609564,0.120732084
29569,0.5,0.5015843,0.2559453
29570,0.5,0.062870376,0.0490068
29571,0.5,0.6858917,0.32345074
29572,0.5,0.880711,0.7716938
29573,0.5,0.7051534,0.4408982
29574,0.5,0.4210878,0.52507496
29575,0.5,0.100258455,0.08036429
29576,0.5,0.27997044,0.2654665
29577,0.5,0.9107018,0.862659
29578,0.5,0.2834801,0.07383074
29579,0.5,0.09329048,0.033434868
29580,0.5,0.03199084,0.0134332515
29581,0.5,0.9290033,0.8741502
29582,0.5,0.94072336,0.82660085
29583,0.5,0.9548299,0.90584767
29584,0.5,0.3817172,0.031016264
29585,0.5,0.13850729,0.06211297
29586,0.5,0.88928634,0.69279814
29587,0.5,0.8024788,0.23175764
29588,0.5,0.20227605,0.022995694
29589,0.5,0.9625923,0.08478976
29590,0.5,0.75531393,0.05262674
29591,0.5,0.49575534,0.054265372
29592,0.5,0.7247151,0.25641084
29593,0.5,0.56929135,0.05101218
29594,0.5,0.7241931,0.034611437
29595,0.5,0.9461775,0.4140401
29596,0.5,0.16685493,0.06982871
29597,0.5,0.6457678,0.07910112
29598,0.5,0.1428972,0.0060558342
29599,0.5,0.52435863,0.03414384
29600,0.5,0.25658172,0.045715004
29601,0.5,0.9079892,0.92262226
29602,0.5,0.8707801,0.5305482
29603,0.5,0.432358,0.2491756
29604,0.5,0.09371665,0.025059039
29605,0.5,0.055002823,0.10971707
29606,0.5,0.21454047,0.10658164
29607,0.5,0.09868955,0.03200272
29608,0.5,0.658976,0.21550402
29609,0.5,0.14442535,0.06322431
29610,0.5,0.046463747,0.0703877
29611,0.5,0.11096356,0.029218735
29612,0.5,0.08472041,0.030239083
29613,0.5,0.5259107,0.61602134
29614,0.5,0.1365015,0.02359217
29615,0.5,0.8303468,0.7783104
29616,0.5,0.67857635,0.03771585
29617,0.5,0.8919802,0.8613115
29618,0.5,0.13902482,0.021924254
29619,0.5,0.5593153,0.16134906
29620,0.5,0.8891852,0.82301
29621,0.5,0.74153507,0.23941955
29622,0.5,0.12703353,0.02844577
29623,0.5,0.80914336,0.6639135
29624,0.5,0.12550731,0.03349361
29625,0.5,0.25088203,0.20430902
29626,0.5,0.23231599,0.015412899
29627,0.5,0.49435097,0.07530384
29628,0.5,0.54811585,0.26696214
29629,0.5,0.95752156,0.1563992
29630,0.5,0.37842938,0.028028728
29631,0.5,0.07997335,0.16472054
29632,0.5,0.866769,0.11697343
29633,0.5,0.25240037,0.031475984
29634,0.5,0.92515457,0.84252393
29635,0.5,0.07075415,0.024079883
29636,0.5,0.30181548,0.017582318
29637,0.5,0.8196456,0.35523376
29638,0.5,0.89009976,0.27469966
29639,0.5,0.5684967,0.05745958
29640,0.5,0.06686064,0.030241985
29641,0.5,0.73683345,0.082167
29642,0.5,0.89521974,0.46241817
29643,0.5,0.34777018,0.116659775
29644,0.5,0.6743228,0.5253837
29645,0.5,0.9171214,0.77108294
29646,0.5,0.14654638,0.0858042
29647,0.5,0.97128314,0.91005236
29648,0.5,0.8387141,0.15234762
29649,0.5,0.22074336,0.061412167
29650,0.5,0.8476635,0.32962468
29651,0.5,0.5052562,0.13325968
29652,0.5,0.123114236,0.13722621
29653,0.5,0.661764,0.0446635
29654,0.5,0.17962141,0.016465025
29655,0.5,0.66183364,0.042823583
29656,0.5,0.07560706,0.07121405
29657,0.5,0.6452167,0.05098231
29658,0.5,0.40025827,0.06689577
29659,0.5,0.050513107,0.027189877
29660,0.5,0.03935401,0.0257613
29661,0.5,0.15349643,0.060209554
29662,0.5,0.9513371,0.7457144
29663,0.5,0.5630875,0.33100325
29664,0.5,0.033690263,0.017731898
29665,0.5,0.11243884,0.27830517
29666,0.5,0.04669195,0.02347036
29667,0.5,0.8419348,0.11721947
29668,0.5,0.5974803,0.4232441
29669,0.5,0.10236634,0.03888094
29670,0.5,0.14418395,0.1430741
29671,0.5,0.094410434,0.03878548
29672,0.5,0.0720754,0.03283205
29673,0.5,0.67269534,0.3574704
29674,0.5,0.33678225,0.09532446
29675,0.5,0.84324735,0.2585992
29676,0.5,0.38663483,0.06322548
29677,0.5,0.93734366,0.2300534
29678,0.5,0.21059875,0.12128382
29679,0.5,0.048331454,0.023202917
29680,0.5,0.8332399,0.74968815
29681,0.5,0.8536783,0.020362057
29682,0.5,0.19419992,0.16907716
29683,0.5,0.3379408,0.18681921
29684,0.5,0.73580164,0.32839316
29685,0.5,0.4161066,0.655086
29686,0.5,0.68609,0.18117633
29687,0.5,0.3276281,0.52704364
29688,0.5,0.8332135,0.64571714
29689,0.5,0.065124385,0.014366649
29690,0.5,0.46988022,0.3038495
29691,0.5,0.8598352,0.6470424
29692,0.5,0.8156475,0.14235134
29693,0.5,0.6211396,0.13312382
29694,0.5,0.04707039,0.035662945
29695,0.5,0.51794845,0.44586048
29696,0.5,0.82899994,0.023161814
29697,0.5,0.123040095,0.047322072
29698,0.5,0.21819204,0.1614202
29699,0.5,0.51026773,0.2228003
29700,0.5,0.18670824,0.19146225
29701,0.5,0.0854964,0.12501757
29702,0.5,0.10485184,0.06229188
29703,0.5,0.8150628,0.16673763
29704,0.5,0.27442914,0.02098393
29705,0.5,0.8836026,0.24215199
29706,0.5,0.2573524,0.04760471
29707,0.5,0.21658981,0.05860539
29708,0.5,0.913674,0.57492673
29709,0.5,0.18261628,0.09425001
29710,0.5,0.3146928,0.037015777
29711,0.5,0.08617851,0.06585077
29712,0.5,0.34690234,0.08744329
29713,0.5,0.675793,0.46419808
29714,0.5,0.3082762,0.0896919
29715,0.5,0.9474542,0.094000265
29716,0.5,0.629444,0.11864514
29717,0.5,0.047796026,0.04233017
29718,0.5,0.087396145,0.066915415
29719,0.5,0.8850481,0.4015009
29720,0.5,0.86389786,0.60087234
29721,0.5,0.1375657,0.03935257
29722,0.5,0.3101766,0.27120343
29723,0.5,0.10081057,0.016715366
29724,0.5,0.6786725,0.30599383
29725,0.5,0.586557,0.06523682
29726,0.5,0.68873334,0.023590634
29727,0.5,0.6848835,0.62200063
29728,0.5,0.7089245,0.047646288
29729,0.5,0.05265927,0.021019638
29730,0.5,0.088843934,0.027962653
29731,0.5,0.11093979,0.08538458
29732,0.5,0.13731828,0.07428794
29733,0.5,0.8871605,0.2651693
29734,0.5,0.7707073,0.02488989
29735,0.5,0.47473794,0.12211516
29736,0.5,0.90428483,0.3628096
29737,0.5,0.93040866,0.040302757
29738,0.5,0.5741486,0.044550315
29739,0.5,0.13266562,0.042163115
29740,0.5,0.9276219,0.21494855
29741,0.5,0.6041426,0.28559926
29742,0.5,0.06526454,0.011574313
29743,0.5,0.109855495,0.036216043
29744,0.5,0.05684113,0.01759148
29745,0.5,0.18507923,0.082951955
29746,0.5,0.0961516,0.0443503
29747,0.5,0.26648054,0.0792277
29748,0.5,0.053265195,0.014017664
29749,0.5,0.49970382,0.028128393
29750,0.5,0.17699589,0.07287363
29751,0.5,0.22535081,0.12457057
29752,0.5,0.82038766,0.34725097
29753,0.5,0.70463,0.298576
29754,0.5,0.8224484,0.038470168
29755,0.5,0.12495586,0.043960426
29756,0.5,0.9215982,0.87949485
29757,0.5,0.8072814,0.3004074
29758,0.5,0.8515401,0.06135069
29759,0.5,0.1813968,0.07402838
29760,0.5,0.123468675,0.0285562
29761,0.5,0.61002576,0.31165013
29762,0.5,0.08076466,0.115511045
29763,0.5,0.4428701,0.20467931
29764,0.5,0.7557316,0.55410254
29765,0.5,0.107149966,0.031626593
29766,0.5,0.42335406,0.023140263
29767,0.5,0.27165568,0.20222822
29768,0.5,0.3741382,0.24900813
29769,0.5,0.9090288,0.7142386
29770,0.5,0.20925476,0.24565674
29771,0.5,0.96059763,0.82865036
29772,0.5,0.932644,0.11628626
29773,0.5,0.9253944,0.17024559
29774,0.5,0.8089461,0.07917687
29775,0.5,0.88170516,0.42705113
29776,0.5,0.21852495,0.115885265
29777,0.5,0.2094623,0.1456309
29778,0.5,0.81512487,0.71942806
29779,0.5,0.12540269,0.030611604
29780,0.5,0.6489667,0.37328628
29781,0.5,0.23147884,0.13265365
29782,0.5,0.59472734,0.38479233
29783,0.5,0.7780588,0.15793125
29784,0.5,0.039302252,0.021955896
29785,0.5,0.86368215,0.26720706
29786,0.5,0.5307578,0.20208089
29787,0.5,0.703487,0.025329335
29788,0.5,0.9693875,0.9570002
29789,0.5,0.66420186,0.8095199
29790,0.5,0.10272851,0.042708684
29791,0.5,0.41049427,0.121453494
29792,0.5,0.77666456,0.87591463
29793,0.5,0.2591046,0.04052863
29794,0.5,0.2167603,0.0922019
29795,0.5,0.13749996,0.09541289
29796,0.5,0.10046062,0.016897216
29797,0.5,0.73919433,0.4099656
29798,0.5,0.5803367,0.084274
29799,0.5,0.08372815,0.042608943
29800,0.5,0.27620786,0.14234288
29801,0.5,0.8499121,0.9216611
29802,0.5,0.63139075,0.13668065
29803,0.5,0.24627121,0.06289477
29804,0.5,0.7026274,0.6130957
29805,0.5,0.3244834,0.0771078
29806,0.5,0.52745914,0.028854668
29807,0.5,0.8532015,0.90487057
29808,0.5,0.14395744,0.034239728
29809,0.5,0.03537799,0.010673795
29810,0.5,0.054177627,0.1765168
29811,0.5,0.15888382,0.017048897
29812,0.5,0.32288843,0.16800043
29813,0.5,0.25960428,0.053016547
29814,0.5,0.4710383,0.15521938
29815,0.5,0.78293043,0.074444406
29816,0.5,0.37579626,0.10091846
29817,0.5,0.23158996,0.0483633
29818,0.5,0.72818124,0.6049429
29819,0.5,0.8401364,0.3726497
29820,0.5,0.43765423,0.024067605
29821,0.5,0.19249862,0.18866153
29822,0.5,0.351638,0.07261074
29823,0.5,0.701255,0.42541647
29824,0.5,0.25372103,0.14013894
29825,0.5,0.7133903,0.052841652
29826,0.5,0.30053395,0.06075664
29827,0.5,0.67751944,0.027260149
29828,0.5,0.8600463,0.39225328
29829,0.5,0.22194508,0.08779899
29830,0.5,0.645658,0.252238
29831,0.5,0.67670506,0.14215948
29832,0.5,0.9150857,0.6575336
29833,0.5,0.79109883,0.7470033
29834,0.5,0.055017427,0.040517293
29835,0.5,0.7783905,0.4786678
29836,0.5,0.59612644,0.05637967
29837,0.5,0.044180974,0.019334922
29838,0.5,0.70666265,0.25053442
29839,0.5,0.2243893,0.07109843
29840,0.5,0.82693315,0.092138804
29841,0.5,0.6191885,0.29907492
29842,0.5,0.532794,0.21860112
29843,0.5,0.6104201,0.2440671
29844,0.5,0.09195449,0.02998297
29845,0.5,0.20516585,0.39758962
29846,0.5,0.052410547,0.0067668175
29847,0.5,0.07431007,0.018967036
29848,0.5,0.08077892,0.0411263
29849,0.5,0.7177168,0.13554333
29850,0.5,0.8704599,0.84054923
29851,0.5,0.21056399,0.13114907
29852,0.5,0.48077938,0.05646794
29853,0.5,0.11904288,0.048820928
29854,0.5,0.71346676,0.12699272
29855,0.5,0.6841057,0.38675272
29856,0.5,0.4604863,0.65799814
29857,0.5,0.3554237,0.1951155
29858,0.5,0.39618856,0.5456253
29859,0.5,0.8465576,0.7329702
29860,0.5,0.62998414,0.032697156
29861,0.5,0.8367865,0.238288
29862,0.5,0.7048306,0.050406534
29863,0.5,0.76504415,0.061625067
29864,0.5,0.9094472,0.80029607
29865,0.5,0.054905724,0.0184384
29866,0.5,0.39169884,0.022185745
29867,0.5,0.7302009,0.17205313
29868,0.5,0.97718155,0.15211262
29869,0.5,0.964703,0.91941184
29870,0.5,0.23790629,0.06440252
29871,0.5,0.8767239,0.1392385
29872,0.5,0.22630107,0.0817294
29873,0.5,0.12546222,0.034380518
29874,0.5,0.8987397,0.07169413
29875,0.5,0.81893945,0.7075946
29876,0.5,0.21102028,0.0119844675
29877,0.5,0.4777036,0.092833385
29878,0.5,0.88343525,0.57909536
29879,0.5,0.6600124,0.5409894
29880,0.5,0.7291083,0.02148787
29881,0.5,0.65358055,0.48564667
29882,0.5,0.47252953,0.34510404
29883,0.5,0.50037587,0.42512977
29884,0.5,0.18806505,0.12852523
29885,0.5,0.88595104,0.10338195
29886,0.5,0.32073233,0.2130939
29887,0.5,0.5490145,0.89907306
29888,0.5,0.65160286,0.035099328
29889,0.5,0.08042239,0.023656677
29890,0.5,0.5708288,0.20381258
29891,0.5,0.4116928,0.054863464
29892,0.5,0.9433586,0.2144263
29893,0.5,0.8365085,0.077061124
29894,0.5,0.5107197,0.033461653
29895,0.5,0.12680677,0.09690099
29896,0.5,0.03645155,0.062234137
29897,0.5,0.0686163,0.04912845
29898,0.5,0.34692037,0.18926454
29899,0.5,0.9306062,0.015293007
29900,0.5,0.6234623,0.5178245
29901,0.5,0.8579001,0.12822057
29902,0.5,0.95124185,0.1742189
29903,0.5,0.8228726,0.025165625
29904,0.5,0.6032599,0.20010312
29905,0.5,0.637951,0.19662401
29906,0.5,0.60531276,0.5705448
29907,0.5,0.84017944,0.024147226
29908,0.5,0.7442024,0.5438227
29909,0.5,0.48652458,0.0314949
29910,0.5,0.89052033,0.26724386
29911,0.5,0.11825377,0.019890273
29912,0.5,0.2526895,0.31947112
29913,0.5,0.31783852,0.28131205
29914,0.5,0.75849396,0.71877533
29915,0.5,0.17341809,0.027894186
29916,0.5,0.06678538,0.043573756
29917,0.5,0.48362243,0.010735715
29918,0.5,0.912934,0.7222605
29919,0.5,0.19713712,0.08343476
29920,0.5,0.6824842,0.55414456
29921,0.5,0.31343535,0.11935042
29922,0.5,0.9040858,0.9148077
29923,0.5,0.2710848,0.38954425
29924,0.5,0.42051256,0.21385793
29925,0.5,0.26695442,0.045733634
29926,0.5,0.37103903,0.21385479
29927,0.5,0.7599223,0.63439935
29928,0.5,0.47273523,0.11834741
29929,0.5,0.35347784,0.016833285
29930,0.5,0.87491745,0.23462018
29931,0.5,0.5777514,0.6128653
29932,0.5,0.6868859,0.03626523
29933,0.5,0.82567114,0.056944955
29934,0.5,0.9188503,0.1822632
29935,0.5,0.9715527,0.9499508
29936,0.5,0.31524757,0.057364896
29937,0.5,0.29813996,0.20913807
29938,0.5,0.124629736,0.3127584
29939,0.5,0.8184838,0.16335401
29940,0.5,0.1403942,0.057230134
29941,0.5,0.24779102,0.1860845
29942,0.5,0.6218407,0.67353374
29943,0.5,0.770258,0.5616308
29944,0.5,0.26712552,0.20876956
29945,0.5,0.7858025,0.53275794
29946,0.5,0.8199202,0.15354855
29947,0.5,0.07284047,0.07379866
29948,0.5,0.029822452,0.011731955
29949,0.5,0.7208112,0.49501878
29950,0.5,0.9584919,0.78322077
29951,0.5,0.5697758,0.3146853
29952,0.5,0.8566971,0.21936938
29953,0.5,0.801501,0.023584193
29954,0.5,0.09951003,0.034156203
29955,0.5,0.23782578,0.15158314
29956,0.5,0.10837146,0.21728353
29957,0.5,0.39636528,0.02302063
29958,0.5,0.5421106,0.37633878
29959,0.5,0.05257982,0.02968326
29960,0.5,0.118676424,0.098680004
29961,0.5,0.81729174,0.05813094
29962,0.5,0.9348146,0.6224458
29963,0.5,0.87675494,0.82246464
29964,0.5,0.43553707,0.041559268
29965,0.5,0.14180717,0.06314095
29966,0.5,0.6224266,0.024594298
29967,0.5,0.8083419,0.07726709
29968,0.5,0.8292409,0.04450373
29969,0.5,0.44173032,0.4425659
29970,0.5,0.87522936,0.09690813
29971,0.5,0.16038759,0.088002644
29972,0.5,0.03324704,0.022420721
29973,0.5,0.05197111,0.020173721
29974,0.5,0.26260364,0.43767422
29975,0.5,0.62953216,0.33744574
29976,0.5,0.8605175,0.079309955
29977,0.5,0.22171558,0.11700359
29978,0.5,0.2967161,0.07822391
29979,0.5,0.69468814,0.014401092
29980,0.5,0.62947446,0.12488345
29981,0.5,0.78770864,0.46957585
29982,0.5,0.3860455,0.047027707
29983,0.5,0.555664,0.1837304
29984,0.5,0.08435034,0.05068376
29985,0.5,0.822095,0.04455967
29986,0.5,0.97040707,0.94180614
29987,0.5,0.08642592,0.016066246
29988,0.5,0.64798486,0.48250332
29989,0.5,0.10233011,0.042666987
29990,0.5,0.14259493,0.03650287
29991,0.5,0.115699425,0.022285135
29992,0.5,0.060125683,0.038263146
29993,0.5,0.098529845,0.083074585
29994,0.5,0.19283248,0.11450211
29995,0.5,0.21920347,0.044334155
29996,0.5,0.25715017,0.017719343
29997,0.5,0.8507286,0.7400819
29998,0.5,0.050770912,0.019419875
29999,0.5,0.85081166,0.60545003
30000,0.5,0.12602343,0.12289897
30001,0.5,0.69378644,0.6675329
30002,0.5,0.5452429,0.21390012
30003,0.5,0.9125857,0.30139586
30004,0.5,0.81315345,0.046309736
30005,0.5,0.7438167,0.21782255
30006,0.5,0.8629462,0.13558005
30007,0.5,0.43491533,0.03642911
30008,0.5,0.35943133,0.051918145
30009,0.5,0.59890974,0.4396629
30010,0.5,0.44971368,0.053857274
30011,0.5,0.568807,0.05396598
30012,0.5,0.91132253,0.5965178
30013,0.5,0.048464898,0.008653798
30014,0.5,0.5514948,0.13072635
30015,0.5,0.3486446,0.054197364
30016,0.5,0.48043025,0.07201488
30017,0.5,0.78134835,0.2978258
30018,0.5,0.8208187,0.048986316
30019,0.5,0.67688,0.098227076
30020,0.5,0.06985048,0.03036779
30021,0.5,0.4318068,0.30373916
30022,0.5,0.36933848,0.039909165
30023,0.5,0.6734082,0.077606134
30024,0.5,0.6649924,0.09026921
30025,0.5,0.07366797,0.007798019
30026,0.5,0.48150384,0.55772555
30027,0.5,0.081676915,0.07618596
30028,0.5,0.42875513,0.28337693
30029,0.5,0.16341494,0.096889794
30030,0.5,0.16881809,0.034919675
30031,0.5,0.14496906,0.08481293
30032,0.5,0.10469633,0.03296806
30033,0.5,0.17192464,0.04583025
30034,0.5,0.5908543,0.1798761
30035,0.5,0.14504847,0.06645108
30036,0.5,0.044239752,0.01959702
30037,0.5,0.9080943,0.31352913
30038,0.5,0.16410142,0.10803212
30039,0.5,0.41818005,0.13270256
30040,0.5,0.05220844,0.01699512
30041,0.5,0.23416552,0.06777452
30042,0.5,0.9007459,0.17777884
30043,0.5,0.31057584,0.28063387
30044,0.5,0.1591841,0.022502713
30045,0.5,0.39639232,0.059851192
30046,0.5,0.78911716,0.24472725
30047,0.5,0.5140776,0.20211089
30048,0.5,0.19818287,0.1559911
30049,0.5,0.95002484,0.07434683
30050,0.5,0.9424099,0.7998228
30051,0.5,0.12079133,0.016695041
30052,0.5,0.70554876,0.48979104
30053,0.5,0.24761532,0.058852643
30054,0.5,0.5023396,0.112189405
30055,0.5,0.4113545,0.07691526
30056,0.5,0.054493804,0.028082017
30057,0.5,0.057700485,0.020652976
30058,0.5,0.741556,0.42723793
30059,0.5,0.18624271,0.08239526
30060,0.5,0.2694469,0.1378036
30061,0.5,0.8994052,0.11621195
30062,0.5,0.6272469,0.025039509
30063,0.5,0.15090494,0.096717976
30064,0.5,0.95181096,0.04288572
30065,0.5,0.4368798,0.13489111
30066,0.5,0.13071407,0.078981146
30067,0.5,0.59280616,0.047593437
30068,0.5,0.32988283,0.35584274
30069,0.5,0.16370274,0.0533933
30070,0.5,0.15303418,0.022410994
30071,0.5,0.90041864,0.8299759
30072,0.5,0.86618155,0.059592497
30073,0.5,0.82216793,0.113734536
30074,0.5,0.92655903,0.74918574
30075,0.5,0.34782478,0.06344875
30076,0.5,0.10062969,0.030012183
30077,0.5,0.75657916,0.039913937
30078,0.5,0.26765034,0.1090687
30079,0.5,0.25163874,0.10201703
30080,0.5,0.8812785,0.25539935
30081,0.5,0.9424698,0.8787439
30082,0.5,0.87019765,0.04206261
30083,0.5,0.29846647,0.1281775
30084,0.5,0.52296084,0.14486727
30085,0.5,0.10376284,0.056577858
30086,0.5,0.08244384,0.03961132
30087,0.5,0.4426343,0.07669346
30088,0.5,0.21390587,0.04753248
30089,0.5,0.2895099,0.10571299
30090,0.5,0.09752388,0.03978167
30091,0.5,0.9367358,0.8645272
30092,0.5,0.056112554,0.024538577
30093,0.5,0.757966,0.23618782
30094,0.5,0.8997666,0.02443825
30095,0.5,0.2606508,0.13207766
30096,0.5,0.3183471,0.14597212
30097,0.5,0.73884094,0.41863725
30098,0.5,0.3977382,0.27006912
30099,0.5,0.15966925,0.08314261
30100,0.5,0.16180527,0.054188047
30101,0.5,0.031205932,0.028205032
30102,0.5,0.22758111,0.10710146
30103,0.5,0.52413803,0.25817138
30104,0.5,0.77605015,0.9395179
30105,0.5,0.3303273,0.047790613
30106,0.5,0.7372928,0.46307448
30107,0.5,0.84624,0.71361095
30108,0.5,0.14128925,0.16086343
30109,0.5,0.06954542,0.026720138
30110,0.5,0.9630739,0.3008015
30111,0.5,0.9132177,0.18945482
30112,0.5,0.1363103,0.14397995
30113,0.5,0.7884154,0.057105035
30114,0.5,0.78705794,0.23811163
30115,0.5,0.95707244,0.8770424
30116,0.5,0.43292123,0.21223436
30117,0.5,0.1717874,0.1718856
30118,0.5,0.18169907,0.09172343
30119,0.5,0.29992592,0.21066962
30120,0.5,0.8647966,0.3557999
30121,0.5,0.68528897,0.073282
30122,0.5,0.061406612,0.020766765
30123,0.5,0.15574528,0.16791323
30124,0.5,0.5990652,0.21601704
30125,0.5,0.38288796,0.16487208
30126,0.5,0.12024831,0.027721511
30127,0.5,0.57431656,0.43936455
30128,0.5,0.6494428,0.5715072
30129,0.5,0.84366786,0.1396634
30130,0.5,0.39729148,0.10027748
30131,0.5,0.54978335,0.030818505
30132,0.5,0.11096699,0.045764256
30133,0.5,0.050828815,0.010039607
30134,0.5,0.95266277,0.10378641
30135,0.5,0.3943067,0.099652916
30136,0.5,0.38354775,0.063679986
30137,0.5,0.16869794,0.047166698
30138,0.5,0.34087622,0.029730994
30139,0.5,0.6434643,0.14541307
30140,0.5,0.09934787,0.059020206
30141,0.5,0.24906977,0.04850127
30142,0.5,0.9273905,0.7943608
30143,0.5,0.42692116,0.020135792
30144,0.5,0.7831183,0.37662128
30145,0.5,0.6388973,0.04459033
30146,0.5,0.16595253,0.08381339
30147,0.5,0.70145094,0.1312628
30148,0.5,0.58287185,0.2019201
30149,0.5,0.21411592,0.04183212
30150,0.5,0.8506345,0.59123343
30151,0.5,0.94523394,0.8287809
30152,0.5,0.29018694,0.13238233
30153,0.5,0.96981806,0.13915254
30154,0.5,0.9655424,0.34314013
30155,0.5,0.7959763,0.69059914
30156,0.5,0.6433448,0.25257242
30157,0.5,0.33832827,0.5302852
30158,0.5,0.9146917,0.83089256
30159,0.5,0.23194784,0.15285832
30160,0.5,0.8402415,0.74808127
30161,0.5,0.21037582,0.060585134
30162,0.5,0.53596276,0.12897852
30163,0.5,0.07585103,0.016761284
30164,0.5,0.95740265,0.95119166
30165,0.5,0.25601315,0.15448263
30166,0.5,0.8770131,0.04143708
30167,0.5,0.17757727,0.026661204
30168,0.5,0.08129337,0.06878767
30169,0.5,0.04970758,0.03147431
30170,0.5,0.085917756,0.33811012
30171,0.5,0.065059006,0.06898104
30172,0.5,0.85240525,0.8611919
30173,0.5,0.82931745,0.10145472
30174,0.5,0.74594206,0.15115307
30175,0.5,0.32760257,0.1978451
30176,0.5,0.7810657,0.04685866
30177,0.5,0.9158145,0.43128797
30178,0.5,0.58392596,0.061823454
30179,0.5,0.13539132,0.0323306
30180,0.5,0.518825,0.24976389
30181,0.5,0.8811015,0.052069634
30182,0.5,0.9353809,0.8383519
30183,0.5,0.89498454,0.8479408
30184,0.5,0.50532705,0.21819195
30185,0.5,0.81016994,0.04825268
30186,0.5,0.3907692,0.062585056
30187,0.5,0.54271924,0.09677534
30188,0.5,0.88191795,0.33628583
30189,0.5,0.03460071,0.027315985
30190,0.5,0.23590362,0.09187613
30191,0.5,0.35729623,0.099839
30192,0.5,0.35276175,0.02954791
30193,0.5,0.44973937,0.3849674
30194,0.5,0.17167585,0.029109638
30195,0.5,0.5705489,0.14409734
30196,0.5,0.89030534,0.8884816
30197,0.5,0.776438,0.579985
30198,0.5,0.7111558,0.15564717
30199,0.5,0.10144218,0.14487624
30200,0.5,0.7845598,0.2749547
30201,0.5,0.09934059,0.014426019
30202,0.5,0.3797943,0.15229708
30203,0.5,0.6367942,0.622335
30204,0.5,0.23319308,0.24982882
30205,0.5,0.07850755,0.05422056
30206,0.5,0.42822808,0.34391358
30207,0.5,0.9257783,0.7574832
30208,0.5,0.33615845,0.16198444
30209,0.5,0.06674843,0.045101285
30210,0.5,0.81623477,0.045708608
30211,0.5,0.10115385,0.05988211
30212,0.5,0.45938677,0.13520035
30213,0.5,0.8494039,0.053079642
30214,0.5,0.41990858,0.06819025
30215,0.5,0.27412188,0.23239556
30216,0.5,0.6650286,0.39731598
30217,0.5,0.8210687,0.7353101
30218,0.5,0.13096464,0.04300588
30219,0.5,0.71400356,0.06514394
30220,0.5,0.928824,0.031990938
30221,0.5,0.22765367,0.09362961
30222,0.5,0.06838476,0.04532802
30223,0.5,0.79793626,0.47309482
30224,0.5,0.32496157,0.05865853
30225,0.5,0.059478853,0.015659664
30226,0.5,0.88105786,0.1436386
30227,0.5,0.86279577,0.13899189
30228,0.5,0.33677757,0.19012833
30229,0.5,0.37392366,0.024479097
30230,0.5,0.41116452,0.1834389
30231,0.5,0.6837041,0.08136729
30232,0.5,0.3430187,0.04451739
30233,0.5,0.23160498,0.07416383
30234,0.5,0.47878718,0.40363774
30235,0.5,0.43913648,0.050518148
30236,0.5,0.9042272,0.5497587
30237,0.5,0.7079471,0.039162546
30238,0.5,0.2043003,0.14064427
30239,0.5,0.66341907,0.105057016
30240,0.5,0.9324471,0.07498603
30241,0.5,0.9029328,0.33192915
30242,0.5,0.54266584,0.27241582
30243,0.5,0.7176647,0.43332183
